"","submission_id","age","comments","education","emphasis","experiment_duration","experiment_end_time","experiment_start_time","fragment_type","gender","languages","modality","prolific_pid","prolific_session_id","prolific_study_id","response","responseTime","trial_number","trial_type","monolingual"
"2628",67,36,"","Bachelor","with",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,10599,52,"Critical","yes"
"2631",67,36,"","Bachelor","without",787264,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","627bbf69ab2788507bc421a2","64c13313fcbdc76bf8b10343","64ba4c8d312ce994ea1f9971",6,6885,55,"Critical","yes"
"2634",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,7817,2,"Critical","yes"
"2637",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,11152,5,"Critical","yes"
"2638",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,10117,6,"Critical","yes"
"2641",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,8683,9,"Critical","yes"
"2646",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,9101,14,"Critical","yes"
"2648",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,7701,16,"Critical","yes"
"2651",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,9417,19,"Critical","yes"
"2652",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,14918,20,"Critical","yes"
"2654",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,7618,22,"Critical","yes"
"2655",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,8418,23,"Critical","yes"
"2658",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,7902,26,"Critical","yes"
"2660",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",6,8985,28,"Critical","yes"
"2662",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",6,8650,30,"Critical","yes"
"2663",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,8835,31,"Critical","yes"
"2665",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,7034,33,"Critical","yes"
"2667",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,6917,35,"Critical","yes"
"2668",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,8967,36,"Critical","yes"
"2671",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,9001,39,"Critical","yes"
"2672",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,7234,40,"Critical","yes"
"2673",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,7534,41,"Critical","yes"
"2676",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,8084,44,"Critical","yes"
"2677",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",5,8027,45,"Critical","yes"
"2679",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",5,10901,47,"Critical","yes"
"2682",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","functional","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,7201,50,"Critical","yes"
"2683",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",2,6850,51,"Critical","yes"
"2685",68,32,"","Höherer Abschluss","without",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",6,6300,53,"Critical","yes"
"2686",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",6,7034,54,"Critical","yes"
"2688",68,32,"","Höherer Abschluss","with",612268,"1,69038E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","637e1da154dddf50b9d82c82","64c132a9be29dd406c6ea30e","64ba4c8d312ce994ea1f9971",7,7118,56,"Critical","yes"
"2691",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",6,20026,3,"Critical","yes"
"2692",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",6,31983,4,"Critical","yes"
"2693",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,17634,5,"Critical","yes"
"2697",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,9610,9,"Critical","yes"
"2699",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,11435,11,"Critical","yes"
"2700",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,19672,12,"Critical","yes"
"2703",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,10124,15,"Critical","yes"
"2705",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,14573,17,"Critical","yes"
"2706",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",6,17330,18,"Critical","yes"
"2708",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,9662,20,"Critical","yes"
"2709",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,74526,21,"Critical","yes"
"2710",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,9129,22,"Critical","yes"
"2714",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,15660,26,"Critical","yes"
"2715",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,9893,27,"Critical","yes"
"2716",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,13469,28,"Critical","yes"
"2717",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,10163,29,"Critical","yes"
"2719",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,11938,31,"Critical","yes"
"2723",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,10335,35,"Critical","yes"
"2726",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,11155,38,"Critical","yes"
"2727",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",6,9961,39,"Critical","yes"
"2728",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,8567,40,"Critical","yes"
"2729",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,7906,41,"Critical","yes"
"2731",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,8062,43,"Critical","yes"
"2732",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,6692,44,"Critical","yes"
"2734",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",6,13165,46,"Critical","yes"
"2739",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,7476,51,"Critical","yes"
"2740",69,27,"","Bachelor","without",1324481,"1,69039E+12","1,69038E+12","lexical","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,6914,52,"Critical","yes"
"2742",69,27,"","Bachelor","with",1324481,"1,69039E+12","1,69038E+12","functional","männlich","Deutsch","auditory","606b94352e103bc54d43321b","64c138af4717f60e0448cd83","64ba4c8d312ce994ea1f9971",7,9942,54,"Critical","yes"
"2746",70,37,"","Bachelor","without",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",2,3909,2,"Critical","no"
"2747",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","lexical","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",1,3362,3,"Critical","no"
"2749",70,37,"","Bachelor","without",310835,"1,6904E+12","1,6904E+12","lexical","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",1,3560,5,"Critical","no"
"2750",70,37,"","Bachelor","without",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",4,3642,6,"Critical","no"
"2751",70,37,"","Bachelor","without",310835,"1,6904E+12","1,6904E+12","lexical","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",3,2576,7,"Critical","no"
"2752",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","lexical","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",4,3738,8,"Critical","no"
"2753",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",4,4917,9,"Critical","no"
"2757",70,37,"","Bachelor","without",310835,"1,6904E+12","1,6904E+12","lexical","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",4,2739,13,"Critical","no"
"2758",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","lexical","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",3,3720,14,"Critical","no"
"2761",70,37,"","Bachelor","without",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",4,5134,17,"Critical","no"
"2762",70,37,"","Bachelor","without",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",4,3670,18,"Critical","no"
"2763",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",5,4813,19,"Critical","no"
"2764",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","lexical","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",5,3472,20,"Critical","no"
"2765",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",5,3459,21,"Critical","no"
"2767",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",4,3937,23,"Critical","no"
"2770",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","lexical","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",3,3083,26,"Critical","no"
"2772",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","lexical","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",3,3859,28,"Critical","no"
"2775",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",5,4106,31,"Critical","no"
"2778",70,37,"","Bachelor","without",310835,"1,6904E+12","1,6904E+12","lexical","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",3,2922,34,"Critical","no"
"2780",70,37,"","Bachelor","without",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",3,6547,36,"Critical","no"
"2781",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",4,3373,37,"Critical","no"
"2783",70,37,"","Bachelor","without",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",3,5428,39,"Critical","no"
"2785",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",4,3873,41,"Critical","no"
"2787",70,37,"","Bachelor","without",310835,"1,6904E+12","1,6904E+12","lexical","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",3,3359,43,"Critical","no"
"2789",70,37,"","Bachelor","with",310835,"1,6904E+12","1,6904E+12","lexical","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",3,2951,45,"Critical","no"
"2790",70,37,"","Bachelor","without",310835,"1,6904E+12","1,6904E+12","functional","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",4,3484,46,"Critical","no"
"2792",70,37,"","Bachelor","without",310835,"1,6904E+12","1,6904E+12","lexical","weiblich","German and English","written","611101548d78ab5ec3a9c42e","64c1669f88289c65cf913567","64ba4c8d312ce994ea1f9971",2,2537,48,"Critical","no"
